aboutText,age,caste,city,college,employedIn,height,profileID,religion
,35,Brahmin - Deshastha,"Nanded, Maharashtra, India","Other College, Pune University",State Government,5ft 5in,SMM1677580,Hindu
,35,Kapu,"Bangalore, Karnataka, India","Madurai Kamaraj University, Tamil Nadu",MNC,5ft 10in,SMM1667405,Hindu
,35,Devanga,"Coimbatore, Tamil Nadu, India","Bharathiar University, Tamil Nadu",Others,5ft 10in,SMM1713043,Hindu
,35,Brahmin,"Mumbai, Maharashtra, India","NMIMS, Mumbai",Private Sector,5ft 8in,SMM1641533,Hindu
,35,Kshatriya,"Jalgaon, Maharashtra, India",Other General University,Private Sector,6ft 2in,SMM1669587,Hindu
,35,Brahmin,"Kolkata, West Bengal, India",Other General University,MNC,6ft 1in,SMM1707416,Hindu
,35,Nadar,"Chicago, Illinois",,Private Sector,5ft 8in,SMM1762759,Hindu
,35,Rajput,"Mumbai, Maharashtra, India",,Others,6ft 1in,SMM1762744,Hindu
,35,Reddy,"Warangal, Andhra Pradesh, India",,Others,5ft 6in,SMM1762857,Hindu
,35,Catholic,"Puducherry, Pondicherry, India",,Private Sector,5ft 3in,SMM1762863,Christian
,35,Brahmin - Niyogi,"Irving, Texas",,Private Sector,5ft 6in,SMM1762990,Hindu
,35,Vaishya Vani,"Thane, Maharashtra, India",,Private Sector,5ft 7in,SMM1763096,Hindu
,35,,"Northport, New York",,MNC,5ft 11in,SMM1763135,Buddhist
,35,Kori,"Jhansi, Uttar Pradesh, India",,Central Government,5ft 10in,SMM1763148,Hindu
,35,,"Bargarh, Orissa, India",,Others,5ft 3in,SMM1763151,Hindu
,35,Kshatriya,"Lucknow, Uttar Pradesh, India",,Others,5ft 4in,SMM1763174,Hindu
,35,Brahmin,"Jodhpur, Rajasthan, India",,Private Sector,5ft 10in,SMM1763289,Hindu
,35,Brahmin,"Mumbai, Maharashtra, India",Other Business Institute,Private Sector,5ft 9in,SMM1703143,Hindu
,35,Brahmin - Bhatt,"Jammu, Jammu and Kashmir, India",,State Government,5ft 6in,SMM1762321,Hindu
,35,Kamma,"Dallas, Texas",,MNC,5ft 11in,SMM1761403,Hindu
,35,Brahmin - Deshastha,"Bangalore, Karnataka, India",,MNC,5ft 8in,SMM1761586,Hindu
,35,Brahmin,"Delhi, Delhi, India",,Others,5ft 9in,SMM1761751,Hindu
,35,Pal,"Chitrakoot, Uttar Pradesh, India",,Private Sector,5ft 6in,SMM1761787,Hindu
,35,Rajput,"Delhi, Delhi, India",,Others,5ft 9in,SMM1761834,Hindu
,35,Brahmin,"Sivaganga, Tamil Nadu, India",,Private Sector,5ft 8in,SMM1761946,Hindu
,35,Kamma,"Bangalore, Karnataka, India",,Private Sector,5ft 7in,SMM1761966,Hindu
,35,Catholic,"Chennai, Tamil Nadu, India",,MNC,5ft 6in,SMM1762073,Christian
,35,Sikh - Ramgharia,"Jalandhar, Punjab, India",IIT Punjab,Others,5ft 9in,SMM1700073,Sikh
,35,Reddy,"Nizamabad, Andhra Pradesh, India",,Private Sector,5ft 7in,SMM1760803,Hindu
,35,CKP,"Rest of Maharashtra, Maharashtra, India","Other College, Mumbai University",Others,5ft 7in,SMM1683815,Hindu
,35,Digambar,"Chhindwara, Madhya Pradesh, India",Patna University,Others,5ft 6in,SMM1680489,Jain
,35,Maratha,"Mumbai, Maharashtra, India",,MNC,5ft 4in,SMM1760134,Hindu
,35,Brahmin - Bhatt,"Ahmedabad, Gujarat, India",,Private Sector,5ft 6in,SMM1761189,Hindu
,35,Lingayath,"Bangalore, Karnataka, India",Karanataka University,Private Sector,5ft 4in,SMM1636606,Hindu
,35,Patel,"Anand, Gujarat, India","Sardar Patel University, Gujarat",Private Sector,5ft 7in,SMM1631812,Hindu
,35,Brahmin - Bhumihar,"Bokaro, Jharkhand, India","Mahatma Gandhi University, Kerala",Private Sector,5ft 5in,SMM1679777,Hindu
,35,Patel,"Delhi, Delhi, India",,Private Sector,5ft 7in,SMM1759105,Hindu
,35,Brahmin - Gaur,"Vadodara, Gujarat, India",,Others,5ft 9in,SMM1759707,Hindu
,35,Rajput,"Haveri, Karnataka, India",,State Government,5ft 9in,SMM1760314,Hindu
,35,Khatri,"Ludhiana, Punjab, India",Punjab University,Others,5ft 8in,SMF1632092,Hindu
,35,Khukhrain,"Delhi, Delhi, India",,Private Sector,5ft 10in,SMM1757843,Hindu
"Am a simple person with creativity, am doing Catering services, am a artist also. interested in art, vegetable carving, butter decoration to lord, am very much interested in almost all sports, I'll play volleyball, cricket, carom. my hobbies are reading news papers, magazines, listening to music. singing. We are at present 3 members me, my mother &  my elder brother. we like our mother very much. we are a small but a very happy family. we love simplicity.        ",35,Brahmin - Smartha,"Shimoga, Karnataka, India",,Private Sector,5ft 9in,SMM1759361,Hindu
,35,Banik,"Kolkata, West Bengal, India",,Private Sector,5ft 4in,SMM1629909,Hindu
,35,Bhavasar Kshatriya,"Belgaum, Karnataka, India",,Others,5ft 8in,SMM1631440,Hindu
,35,,"Haringey, Greater London / Middlesex",,Private Sector,5ft 7in,SMM1658487,Hindu
,35,Vaishnav,"Rajkot, Gujarat, India",,Others,5ft 9in,SMM1757244,Hindu
,35,Brahmin - Iyengar,"Chennai, Tamil Nadu, India",,Private Sector,5ft 8in,SMM1758693,Hindu
,35,Kayastha,"Indore, Madhya Pradesh, India","Devi Ahilya University (DAVV), Indore",Central Government,5ft 6in,SMM1628307,Hindu
,35,Sindhi,"Jhansi, Uttar Pradesh, India",Other General University,Others,5ft 10in,SMM1628731,Hindu
,35,Gowda,"Bangalore, Karnataka, India",,MNC,5ft 7in,SMM1756112,Hindu
,35,,"Guntur, Andhra Pradesh, India",Other Diploma Institute,Private Sector,5ft 5in,SMM1626715,Hindu
,35,Kushwaha (Koiri),"Bokaro, Jharkhand, India",,Others,5ft 1in,SMM1756472,Hindu
,35,Scheduled Caste,"Rest of Madhya Pradesh, Madhya Pradesh, India",,Others,5ft 8in,SMM1757870,Hindu
,35,Kayastha,"Muzaffarnagar, Uttar Pradesh, India",Meerut University,Others,5ft 5in,SMM1630506,Hindu
,35,Sunni,,,Others,5ft 6in,SMM1753884,Muslim
,35,,"Coimbatore, Tamil Nadu, India",,Private Sector,5ft 7in,SMM1755675,Hindu
"My son is an engineer and is currently working in a MNC as a Manager in Mumbai. We (self & my wife) live in Siliguri in my own home. My only daughter is married.
We are looking for a suitable bride who is willing to relocate to Mumbai. She should be working or willing to work.",35,Kayastha,"Mumbai, Maharashtra, India",,MNC,5ft 8in,SMM1757733,Hindu
,35,Brahmin,"Pune, Maharashtra, India",Manipal Academy of Higher Education (MAHE),Private Sector,5ft 5in,SMM1757623,Hindu
,35,Sunni,"Bhilwara, Rajasthan, India",Rajasthan University,Others,5ft 6in,SMM1694958,Muslim
,35,Brahmin,"Mumbai, Maharashtra, India",,Private Sector,5ft 6in,SMM1753479,Hindu
,35,Adi Dravida,"Bangalore, Karnataka, India",,Private Sector,5ft 8in,SMM1753727,Hindu
,35,Sunni,"Bangalore, Karnataka, India",,MNC,5ft 6in,SMM1620279,Muslim
,35,Brahmin - Danua,"Bhubaneshwar, Orissa, India","Utkal University, Orissa",Private Sector,5ft 9in,SMM1703550,Hindu
,35,Khatri,"Edison, New Jersey",,Private Sector,5ft 8in,SMM1751691,Hindu
,35,Kongu Vellala Gounder,"Erode, Tamil Nadu, India",,Private Sector,5ft 4in,SMM1753347,Hindu
,35,Agarwal,"Delhi, Delhi, India",,Others,5ft 10in,SMM1628654,Hindu
"I am looking a bride for my only son, who should be loving and caring. We belong to Upper middle class. We belong to Lucknow with our roots go back to Hoogly district of West Bengal.",35,Kayastha,"Lucknow, Uttar Pradesh, India",,MNC,5ft 7in,SMM1756867,Hindu
,35,Punjabi,"Delhi, Delhi, India",,MNC,5ft 11in,SMM1642915,Hindu
,35,,"Barasat, West Bengal, India",,Private Sector,5ft 6in,SMM1751403,Hindu
,35,Maratha,"Ahmedabad, Gujarat, India",,Private Sector,6ft,SMM1752474,Hindu
,35,Sunni,"Bangalore, Karnataka, India",,Others,5ft 5in,SMM1756164,Muslim
,35,Brahmin,"Noida, Uttar Pradesh, India",,Private Sector,5ft 6in,SMM1755811,Hindu
,35,,"Nagpur, Maharashtra, India",,Central Government,5ft 10in,SMM1745815,Buddhist
,35,Khatri,"Delhi, Delhi, India",,Private Sector,5ft 7in,SMM1747147,Hindu
,35,Brahmin,"Satna, Madhya Pradesh, India",,Private Sector,5ft 4in,SMM1746615,Hindu
,35,Baidya,"Kolkata, West Bengal, India",,Others,5ft 7in,SMM1702204,Hindu
,35,Balija,"Bangalore, Karnataka, India",,Private Sector,6ft 1in,SMM1751496,Hindu
Believe In Living Life As It Comes To The fullest. ,35,Digambar,"Delhi, Delhi, India",,Private Sector,6ft 2in,SMM1755091,Jain
,35,Gujjar,"Delhi, Delhi, India",,Others,6ft 2in,SMM1755651,Hindu
,35,Rajput,"Bhopal, Madhya Pradesh, India",Pune University,MNC,5ft 10in,SMM1614524,Hindu
,35,Khatri,"Delhi, Delhi, India",,Private Sector,6ft 2in,SMM1745444,Hindu
,35,Vaishya,"Lucknow, Uttar Pradesh, India",Lucknow University,Private Sector,5ft,SMM1625445,Hindu
"
",35,Adi Dravida,"Coimbatore, Tamil Nadu, India",,Private Sector,5ft 7in,SMM1748359,Hindu
,35,Kuruhina Shetty,"Shimoga, Karnataka, India",,Others,5ft 4in,SMM1749684,Hindu
,35,Balija,"Bangalore, Karnataka, India",Mangalore University,Private Sector,5ft 9in,SMM1683764,Hindu
,35,Rajput,"Patna, Bihar, India",,MNC,5ft 11in,SMM1748538,Hindu
,35,Protestant,,,MNC,6ft,SMM1744652,Christian
,35,Nair,,Anna University,MNC,5ft 4in,SMM1621756,Hindu
,35,Shikarpuri Sindhi,"Mumbai, Maharashtra, India",,MNC,5ft 8in,SMM1751597,Hindu
,35,,"Agra, Uttar Pradesh, India",,Others,5ft 6in,SMM1754058,Hindu
,35,Brahmin,,,Others,5ft 8in,SMM1741813,Hindu
,35,Viswabrahmin,"Bangalore, Karnataka, India",,MNC,5ft 4in,SMM1742220,Hindu
,35,Sunni,"Bangalore, Karnataka, India",,Others,5ft 4in,SMM1743482,Muslim
,35,Sikh - Majabi,"Kullu, Himachal Pradesh, India",,State Government,5ft 5in,SMM1753927,Sikh
,35,Nair,"Riyadh, Ar-Riyad",,Others,5ft 8in,SMM1745817,Hindu
,35,,"Kancheepuram, Tamil Nadu, India",,Private Sector,5ft 10in,SMM1752691,Hindu
,35,Khatik,"Jhunjhunun, Rajasthan, India",Rajasthan University,Private Sector,5ft 4in,SMM1694893,Hindu
,35,Kayastha,"Bangalore, Karnataka, India",Other Engineering Institute,MNC,5ft 7in,SMM1611666,Hindu
,35,Kayastha,"Patna, Bihar, India",,Others,5ft 5in,SMM1745953,Hindu
,35,Vishwakarma,"Dubai, Dubai",,Private Sector,5ft 8in,SMM1745776,Hindu
,35,Brahmin - Deshastha,"Pune, Maharashtra, India","Shivaji University, Maharashtra",Private Sector,5ft 9in,SMM1607747,Hindu
,35,Sunni,"Nagaon, Assam, India",,State Government,5ft 2in,SMM1747597,Muslim
,35,Brahmin,"Rayagada, Orissa, India",,Private Sector,5ft 9in,SMM1751656,Hindu
,35,Maratha,"Nagpur, Maharashtra, India",,Private Sector,5ft 5in,SMM1752260,Hindu
,35,Sunni,"Mumbai, Maharashtra, India",,Central Government,5ft 8in,SMM1619969,Muslim
,35,,"Thiruvallur, Tamil Nadu, India",,Private Sector,5ft 6in,SMM1736685,Hindu
,35,,"Thane, Maharashtra, India",,Central Government,5ft 10in,SMM1745270,Hindu
,35,Nair,"Kochi, Kerala, India",,Private Sector,5ft 9in,SMM1737738,Hindu
,35,Rajput,"Delhi, Delhi, India",,MNC,5ft 5in,SMM1751244,Hindu
,35,Brahmin,"Kolkata, West Bengal, India",Other General University,Private Sector,5ft 3in,SMM1605522,Hindu
,35,Brahmin,"Haldwani, Uttaranchal, India",,Private Sector,5ft 5in,SMM1735266,Hindu
,35,Gupta,"Bangalore, Karnataka, India",Board of Technical Education,Private Sector,5ft 4in,SMM1606182,Hindu
,35,Khatri,"Delhi, Delhi, India",,Private Sector,5ft 8in,SMF1747165,Hindu
,35,,"Himmatnagar, Gujarat, India",,Private Sector,5ft 4in,SMM1676048,Hindu
,35,Nath,"Agartala, Tripura, India",,State Government,5ft 6in,SMM1750498,Hindu
,35,Brahmin,"Pune, Maharashtra, India",,MNC,5ft 5in,SMM1733142,Hindu
,35,Khatri,"Firozpur, Punjab, India",Punjab University,Others,5ft 10in,SMM1605535,Hindu
,35,Brahmin - Deshastha,"Mumbai, Maharashtra, India","Algappa University, Tamil Nadu",Private Sector,5ft 2in,SMM1609134,Hindu
,35,Brahmin - Saraswat,"Delhi, Delhi, India","Other College, Bangalore University",Private Sector,5ft 8in,SMM1605014,Hindu
"HE IS VERY SIMPLE, LOVING AND CARING GUY. VERY DOWN TO EARTH AND WELL SPOKEN.",35,Rajput,"Rewari, Haryana, India",,Private Sector,5ft 7in,SMM1749994,Hindu
,35,Telaga,"Vizianagaram, Andhra Pradesh, India",,Others,5ft 10in,SMM1737196,Hindu
,35,Punjabi,"Delhi, Delhi, India",,Others,5ft 5in,SMM1733009,Hindu
,35,Brahmin,"Jharsuguda, Orissa, India",,Others,5ft 7in,SMM1747013,Hindu
,35,Sindhi-Larkana,"Delhi, Delhi, India",,MNC,5ft 9in,SMM1743098,Hindu
I hail from an upper middle class family. We're a family of three-myself and parents. ,35,Kayastha,"Kolkata, West Bengal, India",,Private Sector,5ft 8in,SMM1748624,Hindu
,35,Maratha,"Mumbai, Maharashtra, India",,Private Sector,5ft 5in,SMM1748834,Hindu
,35,Sikh - Jat,"Ludhiana, Punjab, India",,Private Sector,5ft 9in,SMM1729676,Sikh
,35,,"Ahmedabad, Gujarat, India",Karanataka University,Private Sector,6ft,SMM1692468,Others
,35,Lohana,"Mumbai, Maharashtra, India",,Others,5ft 8in,SMM1734748,Hindu
,35,Baniya,"Mumbai, Maharashtra, India",,Public Sector,5ft 8in,SMM1615183,Hindu
,35,Suthar,"Aurangabad, Maharashtra, India",,Others,5ft 11in,SMM1729176,Hindu
MY BROTHER IS A TEACHER BY PROFESSION. LOOKING FOR A GIRL WHO UNDERSTANDS VALUE OF RELATION AND FAMILY.,35,Punjabi,"Kanpur, Uttar Pradesh, India",Kanpur University,Private Sector,5ft 10in,SMM1693161,Hindu
,35,Gupta,"Agra, Uttar Pradesh, India",,Others,5ft 4in,SMM1730892,Hindu
,35,Jat,"Mumbai, Maharashtra, India",,Others,5ft 11in,SMM1745399,Hindu
"Am a hardworking, simple person who believe in modern & traditional ideology.",35,Kshatriya,"Delhi, Delhi, India",,Private Sector,5ft 6in,SMM1747425,Hindu
,35,Kshatriya,"Mumbai, Maharashtra, India",,Private Sector,5ft 10in,SMM1747697,Hindu
,35,Namosudra,"Kolkata, West Bengal, India",Other General University,Others,5ft 3in,SMM1748168,Hindu
,35,Lingayath,"Pune, Maharashtra, India",,Private Sector,5ft 6in,SMM1736160,Hindu
,35,Sikh - Jat,"Sirsa, Haryana, India",Other Business Institute,Private Sector,6ft,SMM1629164,Sikh
"I am an MBA, MPhil, Phd (Pursuing). I am currently working in a research organization as a researcher.",35,Kayastha,"Kolkata, West Bengal, India",,Private Sector,5ft 7in,SMM1746877,Hindu
I am born from middle class and respectable family.,35,Scheduled Caste,"Pittsfield, Massachusetts",,Public Sector,5ft 11in,SMM1746024,Hindu
,35,Oswal,"Rest of Delhi, Delhi, India",,Private Sector,5ft 3in,SMM1746141,Hindu
,35,Brahmin - Pandit,"Jamshedpur, Jharkhand, India",,Private Sector,5ft 7in,SMM1746444,Hindu
"I'm working with the well known company in Bangalore, We are small family, Father enjoying retrd life & mother is a home maker. I'm looking for my life partner who believes in relationship, family values, will be caring and understanding.


",35,Gowda,"Bangalore, Karnataka, India",,MNC,5ft 7in,SMM1746925,Hindu
,35,Teli,"Yavatmal, Maharashtra, India",,Others,5ft 3in,SMM1747203,Hindu
,35,Kudumbi,"Kochi, Kerala, India",,Others,5ft 7in,SMM1728896,Hindu
,35,,"Ahmednagar, Maharashtra, India",,Central Government,5ft 10in,SMM1736306,Others
,35,Sunni,"Howrah, West Bengal, India",,Private Sector,5ft 6in,SMM1729001,Muslim
,35,,"Nagpur, Maharashtra, India",,State Government,5ft 11in,SMM1727414,Buddhist
,35,Gounder,"Tiruvannamalai, Tamil Nadu, India",,Private Sector,5ft 5in,SMM1639008,Hindu
,35,Jat,"Jhajjar, Haryana, India",,Others,5ft 8in,SMM1739029,Hindu
"He is the only son. He has done M.Com and working as an Officer in MM Forgings, Chennai, drawing a salary of Rs.40,000/- p.m. He has got own house in chennai.",35,Brahmin - Iyer,"Chennai, Tamil Nadu, India",,Private Sector,5ft 11in,SMM1745333,Hindu
"Am a gazetted officer in Assam government's finance (taxation) department. Have done law n M. Phil along with my M.Sc. Worked as assistant professor in college also, having a closely knitted family with parents and 2 brothers, n settled well in their own way. ",35,Sunni,"Guwahati, Assam, India",,State Government,5ft 5in,SMM1745824,Muslim
,35,Agarwal,"Lucknow, Uttar Pradesh, India",Others,Private Sector,5ft 8in,SMM1671190,Hindu
,35,Ezhava,"Kochi, Kerala, India",,Private Sector,6ft,SMM1740726,Hindu
I'm looking for someone who would be a great companion.,35,Naicker,"Bangalore, Karnataka, India",,Private Sector,5ft 10in,SMM1744636,Hindu
,35,Khatri,"Noida, Uttar Pradesh, India",Meerut University,Others,5ft 10in,SMM1597488,Hindu
